project	grant	lab	composite	dataType	view	cell	antibody	control	replicate	dataVersion	dccAccession	dateSubmitted	dateUnrestricted	subId	geoSampleAccession	setType	controlId	seqPlatform	type	md5sum	size	tableName	filename
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-FOS	Control_eGFP-FOS	1	ENCODE Jan 2011 Freeze	wgEncodeEH001207	2011-01-27	2011-10-27	3310	GSM777644	exp	K562/Input/Control_eGFP-FOS	Illumina_GA2	bam	ff072d5cad866bbf58a8b6c823bfeeb0	593M	NA	wgEncodeUchicagoTfbsK562EfosControlAlnRep1.bam
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-FOS	Control_eGFP-FOS	1	ENCODE Jan 2011 Freeze	wgEncodeEH001207	2011-01-27	2011-10-27	3310	GSM777644	exp	K562/Input/Control_eGFP-FOS	Illumina_GA2	bai	96db0712a084a03a9ded2f3340485e9d	5.8M	NA	wgEncodeUchicagoTfbsK562EfosControlAlnRep1.bam.bai
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Peaks	K562	eGFP-FOS	Control_eGFP-FOS	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001207	2011-01-27	2011-10-27	3310	GSM777644	exp	K562/Input/Control_eGFP-FOS	Illumina_GA2	narrowPeak	2a6280868b59db45c28f4bd94ab6c9da	478K	wgEncodeUchicagoTfbsK562EfosControlPk	wgEncodeUchicagoTfbsK562EfosControlPk.narrowPeak.gz
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	RawData	K562	eGFP-FOS	Control_eGFP-FOS	1	ENCODE Jan 2011 Freeze	wgEncodeEH001207	2011-01-27	2011-10-27	3310	GSM777644	exp	K562/Input/Control_eGFP-FOS	Illumina_GA2	fastq	9935e947c7ed31bb7195b35c999628bd	790M	NA	wgEncodeUchicagoTfbsK562EfosControlRawDataRep1.fastq.gz
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Signal	K562	eGFP-FOS	Control_eGFP-FOS	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001207	2011-01-27	2011-10-27	3310	GSM777644	exp	K562/Input/Control_eGFP-FOS	Illumina_GA2	bigWig	c7fb5effb153da5168b5c039a92f3a93	280M	wgEncodeUchicagoTfbsK562EfosControlSig	wgEncodeUchicagoTfbsK562EfosControlSig.bigWig
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-FOS	Control_eGFP-FOS	2	ENCODE Jan 2011 Freeze	wgEncodeEH001207	2011-01-27	2011-10-27	3310	GSM777644	exp	K562/Input/Control_eGFP-FOS	Illumina_GA2	bam	3fd0e58f252d989eb584d42d292906fa	509M	NA	wgEncodeUchicagoTfbsK562EfosControlfosAlnRep2.bam
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-FOS	Control_eGFP-FOS	2	ENCODE Jan 2011 Freeze	wgEncodeEH001207	2011-01-27	2011-10-27	3310	GSM777644	exp	K562/Input/Control_eGFP-FOS	Illumina_GA2	bai	96dba3f7610bc8222406d33015605d1a	5.8M	NA	wgEncodeUchicagoTfbsK562EfosControlfosAlnRep2.bam.bai
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-FOS	Control_eGFP-FOS	3	ENCODE Jan 2011 Freeze	wgEncodeEH001207	2011-01-27	2011-10-27	3310	GSM777644	exp	K562/Input/Control_eGFP-FOS	Illumina_GA2	bam	11f08557c08af8d1c2a5291c74e33f5b	380M	NA	wgEncodeUchicagoTfbsK562EfosControlfosAlnRep3.bam
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-FOS	Control_eGFP-FOS	3	ENCODE Jan 2011 Freeze	wgEncodeEH001207	2011-01-27	2011-10-27	3310	GSM777644	exp	K562/Input/Control_eGFP-FOS	Illumina_GA2	bai	e4eed90af366d15e971bc492410228e2	5.7M	NA	wgEncodeUchicagoTfbsK562EfosControlfosAlnRep3.bam.bai
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	RawData	K562	eGFP-FOS	Control_eGFP-FOS	2	ENCODE Jan 2011 Freeze	wgEncodeEH001207	2011-01-27	2011-10-27	3310	GSM777644	exp	K562/Input/Control_eGFP-FOS	Illumina_GA2	fastq	570525d41fdb33981b63f962d0cbfaa1	600M	NA	wgEncodeUchicagoTfbsK562EfosControlfosRawDataRep2.fastq.gz
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	RawData	K562	eGFP-FOS	Control_eGFP-FOS	3	ENCODE Jan 2011 Freeze	wgEncodeEH001207	2011-01-27	2011-10-27	3310	GSM777644	exp	K562/Input/Control_eGFP-FOS	Illumina_GA2	fastq	04be498358447e4af649538f9305870b	448M	NA	wgEncodeUchicagoTfbsK562EfosControlfosRawDataRep3.fastq.gz
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-GATA2	Control_eGFP-GATA2	1	ENCODE Jan 2011 Freeze	wgEncodeEH001208	2011-01-27	2011-10-27	3310	GSM777641	exp	K562/Input/Control_eGFP-GATA2	Illumina_GA2	bam	bc5ea7d0770a0ee6f9e9aa50173d56d6	532M	NA	wgEncodeUchicagoTfbsK562Egata2ControlAlnRep1.bam
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-GATA2	Control_eGFP-GATA2	1	ENCODE Jan 2011 Freeze	wgEncodeEH001208	2011-01-27	2011-10-27	3310	GSM777641	exp	K562/Input/Control_eGFP-GATA2	Illumina_GA2	bai	396a13dcdbe7527b7fb00334fbebd2e0	5.8M	NA	wgEncodeUchicagoTfbsK562Egata2ControlAlnRep1.bam.bai
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Peaks	K562	eGFP-GATA2	Control_eGFP-GATA2	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001208	2011-01-27	2011-10-27	3310	GSM777641	exp	K562/Input/Control_eGFP-GATA2	Illumina_GA2	narrowPeak	64b38546e77f71b87310cbeb7c3bf5d2	753K	wgEncodeUchicagoTfbsK562Egata2ControlPk	wgEncodeUchicagoTfbsK562Egata2ControlPk.narrowPeak.gz
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	RawData	K562	eGFP-GATA2	Control_eGFP-GATA2	1	ENCODE Jan 2011 Freeze	wgEncodeEH001208	2011-01-27	2011-10-27	3310	GSM777641	exp	K562/Input/Control_eGFP-GATA2	Illumina_GA2	fastq	1a7f744b33a6cbd77eb4f014f19e0677	865M	NA	wgEncodeUchicagoTfbsK562Egata2ControlRawDataRep1.fastq.gz
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Signal	K562	eGFP-GATA2	Control_eGFP-GATA2	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001208	2011-01-27	2011-10-27	3310	GSM777641	exp	K562/Input/Control_eGFP-GATA2	Illumina_GA2	bigWig	4c4772065c94e2322e4037478b0d2b03	280M	wgEncodeUchicagoTfbsK562Egata2ControlSig	wgEncodeUchicagoTfbsK562Egata2ControlSig.bigWig
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-GATA2	Control_eGFP-GATA2	2	ENCODE Jan 2011 Freeze	wgEncodeEH001208	2011-01-27	2011-10-27	3310	GSM777641	exp	K562/Input/Control_eGFP-GATA2	Illumina_GA2	bam	bf331637890b133047c147385d557f04	841M	NA	wgEncodeUchicagoTfbsK562Egata2Controlgata2AlnRep2.bam
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-GATA2	Control_eGFP-GATA2	2	ENCODE Jan 2011 Freeze	wgEncodeEH001208	2011-01-27	2011-10-27	3310	GSM777641	exp	K562/Input/Control_eGFP-GATA2	Illumina_GA2	bai	04109b0008bf3202177d361867479ec2	6.0M	NA	wgEncodeUchicagoTfbsK562Egata2Controlgata2AlnRep2.bam.bai
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	RawData	K562	eGFP-GATA2	Control_eGFP-GATA2	2	ENCODE Jan 2011 Freeze	wgEncodeEH001208	2011-01-27	2011-10-27	3310	GSM777641	exp	K562/Input/Control_eGFP-GATA2	Illumina_GA2	fastq	e8bb45c0bb2ea5d23e81d2f02a3d5baf	1.1G	NA	wgEncodeUchicagoTfbsK562Egata2Controlgata2RawDataRep2.fastq.gz
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-HDAC8	Control_eGFP-HDAC8	1	ENCODE Jan 2011 Freeze	wgEncodeEH001209	2011-01-27	2011-10-27	3310	GSM777640	exp	K562/Input/Control_eGFP-HDAC8	Illumina_GA2	bam	6f243fbd58506bed4cf0185a84f0933e	579M	NA	wgEncodeUchicagoTfbsK562Ehdac8ControlAlnRep1.bam
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-HDAC8	Control_eGFP-HDAC8	1	ENCODE Jan 2011 Freeze	wgEncodeEH001209	2011-01-27	2011-10-27	3310	GSM777640	exp	K562/Input/Control_eGFP-HDAC8	Illumina_GA2	bai	418b5bed469602621edff7e436828b87	5.8M	NA	wgEncodeUchicagoTfbsK562Ehdac8ControlAlnRep1.bam.bai
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Peaks	K562	eGFP-HDAC8	Control_eGFP-HDAC8	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001209	2011-01-27	2011-10-27	3310	GSM777640	exp	K562/Input/Control_eGFP-HDAC8	Illumina_GA2	narrowPeak	5f54a00f490be9bd92213e0295408d81	260K	wgEncodeUchicagoTfbsK562Ehdac8ControlPk	wgEncodeUchicagoTfbsK562Ehdac8ControlPk.narrowPeak.gz
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	RawData	K562	eGFP-HDAC8	Control_eGFP-HDAC8	1	ENCODE Jan 2011 Freeze	wgEncodeEH001209	2011-01-27	2011-10-27	3310	GSM777640	exp	K562/Input/Control_eGFP-HDAC8	Illumina_GA2	fastq	a422ee47472046be2183e17d4c7b9fee	737M	NA	wgEncodeUchicagoTfbsK562Ehdac8ControlRawDataRep1.fastq.gz
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Signal	K562	eGFP-HDAC8	Control_eGFP-HDAC8	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001209	2011-01-27	2011-10-27	3310	GSM777640	exp	K562/Input/Control_eGFP-HDAC8	Illumina_GA2	bigWig	a298f8d34d5191a653429549830151b5	280M	wgEncodeUchicagoTfbsK562Ehdac8ControlSig	wgEncodeUchicagoTfbsK562Ehdac8ControlSig.bigWig
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-HDAC8	Control_eGFP-HDAC8	2	ENCODE Jan 2011 Freeze	wgEncodeEH001209	2011-01-27	2011-10-27	3310	GSM777640	exp	K562/Input/Control_eGFP-HDAC8	Illumina_GA2	bam	9eaeb7e0814f2e5a405a6df055824568	838M	NA	wgEncodeUchicagoTfbsK562Ehdac8Controlhdac8AlnRep2.bam
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-HDAC8	Control_eGFP-HDAC8	2	ENCODE Jan 2011 Freeze	wgEncodeEH001209	2011-01-27	2011-10-27	3310	GSM777640	exp	K562/Input/Control_eGFP-HDAC8	Illumina_GA2	bai	b2a531a83e629559126e2faeaeafee7c	6.0M	NA	wgEncodeUchicagoTfbsK562Ehdac8Controlhdac8AlnRep2.bam.bai
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	RawData	K562	eGFP-HDAC8	Control_eGFP-HDAC8	2	ENCODE Jan 2011 Freeze	wgEncodeEH001209	2011-01-27	2011-10-27	3310	GSM777640	exp	K562/Input/Control_eGFP-HDAC8	Illumina_GA2	fastq	7ee1eaab3923f127a43296906a2447d8	1.1G	NA	wgEncodeUchicagoTfbsK562Ehdac8Controlhdac8RawDataRep2.fastq.gz
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-JunB	Control_eGFP-JunB	1	ENCODE Jan 2011 Freeze	wgEncodeEH001210	2011-01-27	2011-10-27	3310	GSM777638	exp	K562/Input/Control_eGFP-JunB	Illumina_GA2	bam	a38c39c08215b20e614d1513c19e37dc	423M	NA	wgEncodeUchicagoTfbsK562EjunbControlAlnRep1.bam
wgEncode	White	UChicago	wgEncodeUchicagoTfbs	ChipSeq	Alignments	K562	eGFP-JunB	Control_eGFP-JunB	1	ENCODE Jan 2011 Freeze	wgEncodeEH001210	2011-01-27	2011-10-27	3310	GSM777638	exp	K562/Input/Control_eGFP-JunB	Illumina_GA2	bai	f0e691bb6cecc3d684e5b1f73d73ff68	5.7M	NA	wgEncodeUchicagoTfbsK562EjunbControlAlnRep1.bam.bai
