project	grant	lab	composite	dataType	view	cell	treatment	antibody	protocol	replicate	dataVersion	dccAccession	dateSubmitted	dateUnrestricted	subId	setType	controlId	labExpId	type	md5sum	size	geoSampleAccession	softwareVersion	tableName	dateResubmitted	origAssembly	labVersion	objStatus	submittedDataVersion	filename
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	CEBPB_(SC-150)	v042211.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH003212	2012-03-29	2012-12-29	5982	exp	SL6022	SL8084	bai	17141716bbf9ab9c1b629694ca3c8b83	6.4M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Cebpbsc150V0422111AlnRep1.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	CEBPB_(SC-150)	v042211.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH003212	2012-03-29	2012-12-29	5982	exp	SL6022	SL9542	bam	a140a7ae855ff6cff89de2f9612ead90	865M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Cebpbsc150V0422111AlnRep2.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	CEBPB_(SC-150)	v042211.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH003212	2012-03-29	2012-12-29	5982	exp	SL6022	SL9542	bai	cba0e608099552ebc98bcfdff04ead40	6.0M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Cebpbsc150V0422111AlnRep2.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	GM12878	None	CEBPB_(SC-150)	v042211.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH003212	2012-03-29	2012-12-29	5982	exp	SL6022	SL8084	broadPeak	44ea65b58f0a2a3323da5ac9b13418c1	182K	GSM1010850	MACS	wgEncodeHaibTfbsGm12878Cebpbsc150V0422111PkRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Cebpbsc150V0422111PkRep1.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	GM12878	None	CEBPB_(SC-150)	v042211.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH003212	2012-03-29	2012-12-29	5982	exp	SL6022	SL9542	broadPeak	1d9324753fc1e855a2b861dcc215ca48	56K	GSM1010850	MACS	wgEncodeHaibTfbsGm12878Cebpbsc150V0422111PkRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Cebpbsc150V0422111PkRep2.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	GM12878	None	CEBPB_(SC-150)	v042211.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH003212	2012-03-29	2012-12-29	5982	exp	SL6022	SL8084	fastq	d40c55de2079b14a48534fc12b88a811	1.6G	GSM1010850	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Cebpbsc150V0422111RawDataRep1.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	GM12878	None	CEBPB_(SC-150)	v042211.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH003212	2012-03-29	2012-12-29	5982	exp	SL6022	SL9542	fastq	1d6b1da28949f51e5913b161dc35be9b	816M	GSM1010850	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Cebpbsc150V0422111RawDataRep2.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	GM12878	None	CEBPB_(SC-150)	v042211.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH003212	2012-03-29	2012-12-29	5982	exp	SL6022	SL8084	bigWig	68cbeaa244ed5212dc0a0e751830edd6	290M	GSM1010850	NA	wgEncodeHaibTfbsGm12878Cebpbsc150V0422111RawRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Cebpbsc150V0422111RawRep1.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	GM12878	None	CEBPB_(SC-150)	v042211.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH003212	2012-03-29	2012-12-29	5982	exp	SL6022	SL9542	bigWig	0ded5dc93a5984dbc86c252f0fad1646	129M	GSM1010850	NA	wgEncodeHaibTfbsGm12878Cebpbsc150V0422111RawRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Cebpbsc150V0422111RawRep2.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	CREB1_(SC-240)	v042211.1	1	ENCODE Jul 2012 Freeze	wgEncodeEH003275	2012-07-29	2013-04-29	7698	exp	SL12049	SL12408	bam	5b94f937bdcad78638c91cfb72dda6f0	945M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Creb1sc240V0422111AlnRep1.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	CREB1_(SC-240)	v042211.1	1	ENCODE Jul 2012 Freeze	wgEncodeEH003275	2012-07-29	2013-04-29	7698	exp	SL12049	SL12408	bai	21f063842e6b7b6a9ac5faf5b0729624	5.8M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Creb1sc240V0422111AlnRep1.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	CREB1_(SC-240)	v042211.1	2	ENCODE Jul 2012 Freeze	wgEncodeEH003275	2012-07-29	2013-04-29	7698	exp	SL12789	SL16741	bam	5bb63ee013eaaee5e1aaecc483f1f629	1.5G	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Creb1sc240V0422111AlnRep2.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	CREB1_(SC-240)	v042211.1	2	ENCODE Jul 2012 Freeze	wgEncodeEH003275	2012-07-29	2013-04-29	7698	exp	SL12789	SL16741	bai	d68c93d4725a7e1b0dd6536d77568816	6.1M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Creb1sc240V0422111AlnRep2.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	GM12878	None	CREB1_(SC-240)	v042211.1	1	ENCODE Jul 2012 Freeze	wgEncodeEH003275	2012-07-29	2013-04-29	7698	exp	SL12049	SL12408	broadPeak	f4f5ac658b449f92150067a7a7729d07	221K	GSM1010760	MACS	wgEncodeHaibTfbsGm12878Creb1sc240V0422111PkRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Creb1sc240V0422111PkRep1.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	GM12878	None	CREB1_(SC-240)	v042211.1	2	ENCODE Jul 2012 Freeze	wgEncodeEH003275	2012-07-29	2013-04-29	7698	exp	SL12789	SL16741	broadPeak	be4b7a93fa9c17199e19dcfa2c454d75	115K	GSM1010760	MACS	wgEncodeHaibTfbsGm12878Creb1sc240V0422111PkRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Creb1sc240V0422111PkRep2.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	GM12878	None	CREB1_(SC-240)	v042211.1	1	ENCODE Jul 2012 Freeze	wgEncodeEH003275	2012-07-29	2013-04-29	7698	exp	SL12049	SL12408	fastq	e3b0a6e84c9e0ccf6e52314bc852859d	1.1G	GSM1010760	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Creb1sc240V0422111RawDataRep1.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	GM12878	None	CREB1_(SC-240)	v042211.1	2	ENCODE Jul 2012 Freeze	wgEncodeEH003275	2012-07-29	2013-04-29	7698	exp	SL12789	SL16741	fastq	3aadd26af6ce9319622a511e46436db0	1.6G	GSM1010760	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Creb1sc240V0422111RawDataRep2.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	GM12878	None	CREB1_(SC-240)	v042211.1	1	ENCODE Jul 2012 Freeze	wgEncodeEH003275	2012-07-29	2013-04-29	7698	exp	SL12049	SL12408	bigWig	441c30549ae8fde8e294b61d2dce64f6	92M	GSM1010760	NA	wgEncodeHaibTfbsGm12878Creb1sc240V0422111RawRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Creb1sc240V0422111RawRep1.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	GM12878	None	CREB1_(SC-240)	v042211.1	2	ENCODE Jul 2012 Freeze	wgEncodeEH003275	2012-07-29	2013-04-29	7698	exp	SL12789	SL16741	bigWig	83f12e3b4c8a314f4067bbee41b9164a	194M	GSM1010760	NA	wgEncodeHaibTfbsGm12878Creb1sc240V0422111RawRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Creb1sc240V0422111RawRep2.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	EBF1_(SC-137065)	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001480	2010-12-14	2011-09-14	3098	exp	SL516	SL745	bam	d1c4960436d792ffb13c0e3ea2512930	1.4G	GSM803386	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Ebf1sc137065Pcr1xAlnRep1.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	EBF1_(SC-137065)	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001480	2010-12-14	2011-09-14	3098	exp	SL516	SL745	bai	26dd18b35fe2950fd45ba7a3a507f2f0	6.1M	GSM803386	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Ebf1sc137065Pcr1xAlnRep1.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	EBF1_(SC-137065)	PCR1x	2	ENCODE Jan 2011 Freeze	wgEncodeEH001480	2010-12-14	2011-09-14	3098	exp	SL517	SL988	bam	de6102fdd7cea95ee3ffb167f20dd5f8	732M	GSM803386	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Ebf1sc137065Pcr1xAlnRep2.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	EBF1_(SC-137065)	PCR1x	2	ENCODE Jan 2011 Freeze	wgEncodeEH001480	2010-12-14	2011-09-14	3098	exp	SL517	SL988	bai	6e547b5861b6b307f17c1b753db6a75b	5.8M	GSM803386	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Ebf1sc137065Pcr1xAlnRep2.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	GM12878	None	EBF1_(SC-137065)	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001480	2011-01-06	2011-10-06	3036	exp	SL516	SL745	bigWig	6800d6701c8a15837dad739afc46fb42	45M	GSM803386	NA	wgEncodeHaibTfbsGm12878Ebf1sc137065Pcr1xRawRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Ebf1sc137065Pcr1xRawRep1.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	GM12878	None	EBF1_(SC-137065)	PCR1x	2	ENCODE Jan 2011 Freeze	wgEncodeEH001480	2010-11-30	2011-08-30	3038	exp	SL517	SL988	bigWig	8fb63e9748bdf41924a9b1c2c75dcbbc	36M	GSM803386	NA	wgEncodeHaibTfbsGm12878Ebf1sc137065Pcr1xRawRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Ebf1sc137065Pcr1xRawRep2.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	GM12878	None	EBF1_(SC-137065)	PCR1x	1	ENCODE June 2010 Freeze	wgEncodeEH001480	2009-10-26	2010-07-26	1241	exp	SL516	SL745	broadPeak	ffc9f7f1d08a6b46b7ecf325d2dde29f	625K	GSM803386	MACS	wgEncodeHaibTfbsGm12878Ebfsc137065Pcr1xPkRep1	2010-06-07	hg18	NA	NA	NA	wgEncodeHaibTfbsGm12878Ebfsc137065Pcr1xPkRep1.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	GM12878	None	EBF1_(SC-137065)	PCR1x	2	ENCODE June 2010 Freeze	wgEncodeEH001480	2009-10-26	2010-07-26	1241	exp	SL517	SL988	broadPeak	d8f165e304d9b15630734e741144d970	777K	GSM803386	MACS	wgEncodeHaibTfbsGm12878Ebfsc137065Pcr1xPkRep2	2010-06-07	hg18	NA	NA	NA	wgEncodeHaibTfbsGm12878Ebfsc137065Pcr1xPkRep2.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	GM12878	None	EBF1_(SC-137065)	PCR1x	1	ENCODE Jan 2010 Freeze	wgEncodeEH001480	2009-11-20	2010-08-19	768	exp	SL516	SL745	fastq	f9af8da2f2d96881d40bf376af3a4132	1.8G	GSM803386	NA	NA	NA	hg18	6	NA	NA	wgEncodeHaibTfbsGm12878Ebfsc137065RawDataRep1.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	GM12878	None	EBF1_(SC-137065)	PCR1x	2	ENCODE Jan 2010 Freeze	wgEncodeEH001480	2009-11-20	2010-08-19	768	exp	SL517	SL988	fastq	0d40a7dda221db39df5f700461adcce9	780M	GSM803386	NA	NA	NA	hg18	8	NA	NA	wgEncodeHaibTfbsGm12878Ebfsc137065RawDataRep2.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	Egr-1	PCR2x	3	ENCODE Mar 2012 Freeze	wgEncodeEH002328	2011-09-30	2012-06-30	4810	exp	SL218	SL482	bam	46f751378a350a44034c0a79c3c5577a	1.4G	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1Pcr2xAlnRep3.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	Egr-1	PCR2x	3	ENCODE Mar 2012 Freeze	wgEncodeEH002328	2011-09-30	2012-06-30	4810	exp	SL218	SL482	bai	2d870b8e29b6496a71e71b1cd2159234	6.0M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1Pcr2xAlnRep3.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	GM12878	None	Egr-1	PCR2x	3	ENCODE Mar 2012 Freeze	wgEncodeEH002328	2011-09-30	2012-06-30	4810	exp	SL218	SL482	broadPeak	7188e3bd287afd83582b17a77aa402c4	33K	GSM1010730	MACS	wgEncodeHaibTfbsGm12878Egr1Pcr2xPkRep3	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1Pcr2xPkRep3.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	GM12878	None	Egr-1	PCR2x	3	ENCODE Mar 2012 Freeze	wgEncodeEH002328	2011-09-30	2012-06-30	4810	exp	SL218	SL482	fastq	2578cb5e97d34448e0dd4e471130dc12	1.3G	GSM1010730	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1Pcr2xRawDataRep3.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	GM12878	None	Egr-1	PCR2x	3	ENCODE Mar 2012 Freeze	wgEncodeEH002328	2011-09-30	2012-06-30	4810	exp	SL218	SL482	bigWig	a4c82c8f1666654f8c17082ba299fa77	24M	GSM1010730	NA	wgEncodeHaibTfbsGm12878Egr1Pcr2xRawRep3	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1Pcr2xRawRep3.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	Egr-1	v041610.1	1	ENCODE Jan 2011 Freeze	wgEncodeEH001632	2011-01-06	2011-10-06	3165	exp	SL1613	SL3579	bam	79ee63412f748581eb941a24bae3f75c	800M	GSM803434	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1V0416101AlnRep1.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	Egr-1	v041610.1	1	ENCODE Jan 2011 Freeze	wgEncodeEH001632	2011-01-06	2011-10-06	3165	exp	SL1613	SL3579	bai	55726ca01f48fc481bb08fa66452894f	5.8M	GSM803434	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1V0416101AlnRep1.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	Egr-1	v041610.1	2	ENCODE Jan 2011 Freeze	wgEncodeEH001632	2011-01-06	2011-10-06	3165	exp	SL1613	SL3828	bam	8502cab2a9a188766f7d8e0a46313696	1.1G	GSM803434	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1V0416101AlnRep2.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	Egr-1	v041610.1	2	ENCODE Jan 2011 Freeze	wgEncodeEH001632	2011-01-06	2011-10-06	3165	exp	SL1613	SL3828	bai	245950005285ff7eb9d3ad081a0c53eb	5.9M	GSM803434	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1V0416101AlnRep2.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	GM12878	None	Egr-1	v041610.1	1	ENCODE Jan 2011 Freeze	wgEncodeEH001632	2011-01-06	2011-10-06	3165	exp	SL1613	SL3579	broadPeak	9c08f33aef70404bafd91415c2960bd5	162K	GSM803434	MACS	wgEncodeHaibTfbsGm12878Egr1V0416101PkRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1V0416101PkRep1.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	GM12878	None	Egr-1	v041610.1	2	ENCODE Jan 2011 Freeze	wgEncodeEH001632	2011-01-06	2011-10-06	3165	exp	SL1613	SL3828	broadPeak	2b8581d397f859efb71ae8f984df2fd5	262K	GSM803434	MACS	wgEncodeHaibTfbsGm12878Egr1V0416101PkRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1V0416101PkRep2.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	GM12878	None	Egr-1	v041610.1	1	ENCODE Jan 2011 Freeze	wgEncodeEH001632	2011-01-06	2011-10-06	3165	exp	SL1613	SL3579	fastq	fce6b097d4dc31a8ee3cfcfb2d6a6cd0	819M	GSM803434	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1V0416101RawDataRep1.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	GM12878	None	Egr-1	v041610.1	2	ENCODE Jan 2011 Freeze	wgEncodeEH001632	2011-01-06	2011-10-06	3165	exp	SL1613	SL3828	fastq	16caeb6b4178270366514c74dca802b2	1.1G	GSM803434	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1V0416101RawDataRep2.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	GM12878	None	Egr-1	v041610.1	1	ENCODE Jan 2011 Freeze	wgEncodeEH001632	2011-01-06	2011-10-06	3165	exp	SL1613	SL3579	bigWig	915a53fc706a03ff35618b162a3cb3a3	18M	GSM803434	NA	wgEncodeHaibTfbsGm12878Egr1V0416101RawRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1V0416101RawRep1.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	GM12878	None	Egr-1	v041610.1	2	ENCODE Jan 2011 Freeze	wgEncodeEH001632	2011-01-06	2011-10-06	3165	exp	SL1613	SL3828	bigWig	aa18dc7bc26ef22364e5cbdd508a9c7c	21M	GSM803434	NA	wgEncodeHaibTfbsGm12878Egr1V0416101RawRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Egr1V0416101RawRep2.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	ELF1_(SC-631)	v041610.1	1	ENCODE Jan 2011 Freeze	wgEncodeEH001617	2010-12-22	2011-09-22	3079	exp	SL1613	SL2253	bam	8b479a0ca032399f0689c0fb95286fcc	825M	GSM803496	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Elf1sc631V0416101AlnRep1.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	ELF1_(SC-631)	v041610.1	1	ENCODE Jan 2011 Freeze	wgEncodeEH001617	2010-12-22	2011-09-22	3079	exp	SL1613	SL2253	bai	12eec7d7eeccc2d007dde21c60b1f82c	5.7M	GSM803496	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Elf1sc631V0416101AlnRep1.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	ELF1_(SC-631)	v041610.1	2	ENCODE Jan 2011 Freeze	wgEncodeEH001617	2010-12-22	2011-09-22	3079	exp	SL1613	SL3352	bam	1de188f98377108668a7f7337ed7562d	907M	GSM803496	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Elf1sc631V0416101AlnRep2.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	ELF1_(SC-631)	v041610.1	2	ENCODE Jan 2011 Freeze	wgEncodeEH001617	2010-12-22	2011-09-22	3079	exp	SL1613	SL3352	bai	662dcdc8abd2ae4959c33c672d622e97	5.8M	GSM803496	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Elf1sc631V0416101AlnRep2.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	GM12878	None	ELF1_(SC-631)	v041610.1	1	ENCODE Jan 2011 Freeze	wgEncodeEH001617	2010-12-22	2011-09-22	3079	exp	SL1613	SL2253	broadPeak	9f2a0b3c1549ebeb2f297ade0d404953	286K	GSM803496	MACS	wgEncodeHaibTfbsGm12878Elf1sc631V0416101PkRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Elf1sc631V0416101PkRep1.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	GM12878	None	ELF1_(SC-631)	v041610.1	2	ENCODE Jan 2011 Freeze	wgEncodeEH001617	2010-12-22	2011-09-22	3079	exp	SL1613	SL3352	broadPeak	f2c7ba8db9f196acba1ae1df3604f8b3	453K	GSM803496	MACS	wgEncodeHaibTfbsGm12878Elf1sc631V0416101PkRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Elf1sc631V0416101PkRep2.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	GM12878	None	ELF1_(SC-631)	v041610.1	1	ENCODE Jan 2011 Freeze	wgEncodeEH001617	2010-12-22	2011-09-22	3079	exp	SL1613	SL2253	fastq	913f1df289dcfa512b9da66971667bb8	796M	GSM803496	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Elf1sc631V0416101RawDataRep1.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	GM12878	None	ELF1_(SC-631)	v041610.1	2	ENCODE Jan 2011 Freeze	wgEncodeEH001617	2010-12-22	2011-09-22	3079	exp	SL1613	SL3352	fastq	9b0cf957a249107e50a253e6db3a070a	915M	GSM803496	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Elf1sc631V0416101RawDataRep2.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	GM12878	None	ELF1_(SC-631)	v041610.1	1	ENCODE Jan 2011 Freeze	wgEncodeEH001617	2010-12-22	2011-09-22	3079	exp	SL1613	SL2253	bigWig	b09296f74d0ae740504c4e9985cc2f48	27M	GSM803496	NA	wgEncodeHaibTfbsGm12878Elf1sc631V0416101RawRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Elf1sc631V0416101RawRep1.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	GM12878	None	ELF1_(SC-631)	v041610.1	2	ENCODE Jan 2011 Freeze	wgEncodeEH001617	2010-12-22	2011-09-22	3079	exp	SL1613	SL3352	bigWig	da3105562332ea8a6e46b8ff6af02331	40M	GSM803496	NA	wgEncodeHaibTfbsGm12878Elf1sc631V0416101RawRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Elf1sc631V0416101RawRep2.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	ETS1	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001564	2010-09-15	2011-06-15	2208	exp	SL1613	SL1507	bam	42aa302e95ac2b21de910709447c584a	662M	GSM803510	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Ets1Pcr1xAlnRep1.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	ETS1	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001564	2010-09-15	2011-06-15	2208	exp	SL1613	SL1507	bai	207ee42939c0aa88d2d1d0a378f3523e	5.8M	GSM803510	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Ets1Pcr1xAlnRep1.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	ETS1	PCR1x	2	ENCODE Jan 2011 Freeze	wgEncodeEH001564	2010-09-15	2011-06-15	2208	exp	SL1613	SL1655	bam	515504ae91539f0f653c44a08f0578ee	669M	GSM803510	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Ets1Pcr1xAlnRep2.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	GM12878	None	ETS1	PCR1x	2	ENCODE Jan 2011 Freeze	wgEncodeEH001564	2010-09-15	2011-06-15	2208	exp	SL1613	SL1655	bai	40e9603f0c44e9616a99ccb34a83e856	5.8M	GSM803510	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsGm12878Ets1Pcr1xAlnRep2.bam.bai
