project	grant	lab	composite	dataType	view	cell	treatment	antibody	protocol	replicate	dataVersion	dccAccession	dateSubmitted	dateUnrestricted	subId	setType	controlId	labExpId	type	md5sum	size	geoSampleAccession	softwareVersion	tableName	dateResubmitted	origAssembly	labVersion	objStatus	submittedDataVersion	filename
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	HCT-116	None	USF-1	v042211.1	1	ENCODE Jul 2012 Freeze	wgEncodeEH003310	2012-07-31	2013-05-01	7720	exp	SL12246	SL12238	broadPeak	db36b31f580443a96fec96bccd9bb84e	67K	GSM1010836	MACS	wgEncodeHaibTfbsHct116Usf1V0422111PkRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Usf1V0422111PkRep1.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	HCT-116	None	USF-1	v042211.1	2	ENCODE Jul 2012 Freeze	wgEncodeEH003310	2012-07-31	2013-05-01	7720	exp	SL12247	SL16733	broadPeak	5a8908371f2e366a54f11e0c0376783d	119K	GSM1010836	MACS	wgEncodeHaibTfbsHct116Usf1V0422111PkRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Usf1V0422111PkRep2.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	HCT-116	None	USF-1	v042211.1	1	ENCODE Jul 2012 Freeze	wgEncodeEH003310	2012-07-31	2013-05-01	7720	exp	SL12246	SL12238	fastq	6469a51d751b3e44c52b3aba52ef6fb8	1.3G	GSM1010836	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Usf1V0422111RawDataRep1.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	HCT-116	None	USF-1	v042211.1	2	ENCODE Jul 2012 Freeze	wgEncodeEH003310	2012-07-31	2013-05-01	7720	exp	SL12247	SL16733	fastq	fd06ec7707e771eb0397862060d45d4f	1.1G	GSM1010836	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Usf1V0422111RawDataRep2.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	HCT-116	None	USF-1	v042211.1	1	ENCODE Jul 2012 Freeze	wgEncodeEH003310	2012-07-31	2013-05-01	7720	exp	SL12246	SL12238	bigWig	91afa27e2de786bb52c01f06a29625c5	141M	GSM1010836	NA	wgEncodeHaibTfbsHct116Usf1V0422111RawRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Usf1V0422111RawRep1.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	HCT-116	None	USF-1	v042211.1	2	ENCODE Jul 2012 Freeze	wgEncodeEH003310	2012-07-31	2013-05-01	7720	exp	SL12247	SL16733	bigWig	ac01c8c8c728a3585d4cfe14240b3b61	112M	GSM1010836	NA	wgEncodeHaibTfbsHct116Usf1V0422111RawRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Usf1V0422111RawRep2.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HCT-116	None	YY1_(SC-281)	v041610.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH001671	2011-05-20	2012-02-20	4156	exp	SL3457	SL3971	bam	8c0bfd3f17d1dd75d0f45c9cc8069e75	333M	GSM803354	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Yy1sc281V0416101AlnRep1.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HCT-116	None	YY1_(SC-281)	v041610.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH001671	2011-05-20	2012-02-20	4156	exp	SL3457	SL3971	bai	641e591cea1ca410ff7e6f3be918d8ba	5.6M	GSM803354	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Yy1sc281V0416101AlnRep1.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HCT-116	None	YY1_(SC-281)	v041610.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH001671	2011-05-20	2012-02-20	4156	exp	SL3457	SL4500	bam	8ab64615ced153cc0b4e2cd3ee839e4c	726M	GSM803354	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Yy1sc281V0416101AlnRep2.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HCT-116	None	YY1_(SC-281)	v041610.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH001671	2011-05-20	2012-02-20	4156	exp	SL3457	SL4500	bai	13e5946f11fab703f75a43f6707abe64	5.8M	GSM803354	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Yy1sc281V0416101AlnRep2.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	HCT-116	None	YY1_(SC-281)	v041610.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH001671	2011-05-20	2012-02-20	4156	exp	SL3457	SL3971	broadPeak	f360cb39cd0c3b44d7adf67448bf2b49	99K	GSM803354	MACS	wgEncodeHaibTfbsHct116Yy1sc281V0416101PkRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Yy1sc281V0416101PkRep1.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	HCT-116	None	YY1_(SC-281)	v041610.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH001671	2011-05-20	2012-02-20	4156	exp	SL3457	SL4500	broadPeak	724d74fe93aeea7be810924b5b781048	433K	GSM803354	MACS	wgEncodeHaibTfbsHct116Yy1sc281V0416101PkRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Yy1sc281V0416101PkRep2.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	HCT-116	None	YY1_(SC-281)	v041610.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH001671	2011-05-20	2012-02-20	4156	exp	SL3457	SL3971	fastq	e4f69995143dd464b4dd27b50f632498	346M	GSM803354	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Yy1sc281V0416101RawDataRep1.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	HCT-116	None	YY1_(SC-281)	v041610.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH001671	2011-05-20	2012-02-20	4156	exp	SL3457	SL4500	fastq	6144ef9b267b010070f8ab7761e792ba	780M	GSM803354	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Yy1sc281V0416101RawDataRep2.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	HCT-116	None	YY1_(SC-281)	v041610.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH001671	2011-05-20	2012-02-20	4156	exp	SL3457	SL3971	bigWig	6611b7f7c811f8e00dbbc1e327f9b103	4.7M	GSM803354	NA	wgEncodeHaibTfbsHct116Yy1sc281V0416101RawRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Yy1sc281V0416101RawRep1.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	HCT-116	None	YY1_(SC-281)	v041610.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH001671	2011-05-20	2012-02-20	4156	exp	SL3457	SL4500	bigWig	703a6d8caf4936a142067e55bc012aa4	21M	GSM803354	NA	wgEncodeHaibTfbsHct116Yy1sc281V0416101RawRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Yy1sc281V0416101RawRep2.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HCT-116	None	ZBTB33	v041610.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH001672	2011-05-20	2012-02-20	4104	exp	SL3457	SL3646	bam	2462916fba9e70e6e47e1ff46616867f	1.1G	GSM803458	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Zbtb33V0416101AlnRep1.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HCT-116	None	ZBTB33	v041610.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH001672	2011-05-20	2012-02-20	4104	exp	SL3457	SL3646	bai	09a7b2ecfbf116fefa9c641836a8c124	6.1M	GSM803458	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Zbtb33V0416101AlnRep1.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HCT-116	None	ZBTB33	v041610.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH001672	2011-05-20	2012-02-20	4104	exp	SL3457	SL3970	bam	e640db7f656105c1c6d3aa6e25431abf	343M	GSM803458	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Zbtb33V0416101AlnRep2.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HCT-116	None	ZBTB33	v041610.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH001672	2011-05-20	2012-02-20	4104	exp	SL3457	SL3970	bai	92603a93f3376e6a9e0a202d9eb8f9a0	5.6M	GSM803458	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Zbtb33V0416101AlnRep2.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	HCT-116	None	ZBTB33	v041610.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH001672	2011-05-20	2012-02-20	4104	exp	SL3457	SL3646	broadPeak	ff21d33126eae9e2d9f6aa5cadc17bc7	68K	GSM803458	MACS	wgEncodeHaibTfbsHct116Zbtb33V0416101PkRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Zbtb33V0416101PkRep1.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	HCT-116	None	ZBTB33	v041610.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH001672	2011-05-20	2012-02-20	4104	exp	SL3457	SL3970	broadPeak	88e21a37955d51ed39adf31ed35525f8	25K	GSM803458	MACS	wgEncodeHaibTfbsHct116Zbtb33V0416101PkRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Zbtb33V0416101PkRep2.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	HCT-116	None	ZBTB33	v041610.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH001672	2011-05-20	2012-02-20	4104	exp	SL3457	SL3646	fastq	7c1eac6575f5aedde8cdf33f62e03ccb	912M	GSM803458	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Zbtb33V0416101RawDataRep1.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	HCT-116	None	ZBTB33	v041610.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH001672	2011-05-20	2012-02-20	4104	exp	SL3457	SL3970	fastq	27af921eb327e9d9c71c73ca85f16f8a	381M	GSM803458	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Zbtb33V0416101RawDataRep2.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	HCT-116	None	ZBTB33	v041610.1	1	ENCODE Mar 2012 Freeze	wgEncodeEH001672	2011-05-20	2012-02-20	4104	exp	SL3457	SL3646	bigWig	b68b1802c52a1421944137d428c4dae8	7.2M	GSM803458	NA	wgEncodeHaibTfbsHct116Zbtb33V0416101RawRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Zbtb33V0416101RawRep1.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	HCT-116	None	ZBTB33	v041610.1	2	ENCODE Mar 2012 Freeze	wgEncodeEH001672	2011-05-20	2012-02-20	4104	exp	SL3457	SL3970	bigWig	7e759725dc4ab254cfc7d2eae5e63286	4.1M	GSM803458	NA	wgEncodeHaibTfbsHct116Zbtb33V0416101RawRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHct116Zbtb33V0416101RawRep2.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	GABP	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001504	2010-12-14	2011-09-14	3094	exp	SL592	SL610	bam	39b1e17e6b7a365bb0166eaf0ea68062	830M	GSM803454	NA	NA	2010-06-07	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3GabpPcr1xAlnRep1.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	GABP	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001504	2010-12-14	2011-09-14	3094	exp	SL592	SL610	bai	7b04e4a558366a377e2105e541c43049	5.9M	GSM803454	NA	NA	2010-06-07	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3GabpPcr1xAlnRep1.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	GABP	PCR1x	2	ENCODE Jan 2011 Freeze	wgEncodeEH001504	2010-12-14	2011-09-14	3094	exp	SL592	SL611	bam	d74f4dfa7d343dd5dd98c07808f06aae	1.1G	GSM803454	NA	NA	2010-06-07	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3GabpPcr1xAlnRep2.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	GABP	PCR1x	2	ENCODE Jan 2011 Freeze	wgEncodeEH001504	2010-12-14	2011-09-14	3094	exp	SL592	SL611	bai	1b6064bddaed62caaa5c32957043acc4	6.0M	GSM803454	NA	NA	2010-06-07	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3GabpPcr1xAlnRep2.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	HeLa-S3	None	GABP	PCR1x	1	ENCODE June 2010 Freeze	wgEncodeEH001504	2009-12-18	2010-09-18	1242	exp	SL592	SL610	broadPeak	38b7bfc66155801d3fffcdd68e670908	192K	GSM803454	MACS	wgEncodeHaibTfbsHelas3GabpPcr1xPkRep1	2010-06-07	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3GabpPcr1xPkRep1.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	HeLa-S3	None	GABP	PCR1x	2	ENCODE June 2010 Freeze	wgEncodeEH001504	2009-12-18	2010-09-18	1242	exp	SL592	SL611	broadPeak	4a8b8384db63b60a4e1e42deaf2f5a2f	219K	GSM803454	MACS	wgEncodeHaibTfbsHelas3GabpPcr1xPkRep2	2010-06-07	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3GabpPcr1xPkRep2.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	HeLa-S3	None	GABP	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001504	2010-12-08	2011-09-08	3018	exp	SL592	SL610	fastq	b76c02d1c76f4eee52abe97d1b3b66e9	1.2G	GSM803454	NA	NA	NA	hg18	SL610	NA	NA	wgEncodeHaibTfbsHelas3GabpPcr1xRawDataRep1.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	HeLa-S3	None	GABP	PCR1x	2	ENCODE Jan 2011 Freeze	wgEncodeEH001504	2010-12-08	2011-09-08	3018	exp	SL592	SL611	fastq	1be65b38fad871a260b1113090929b47	1.4G	GSM803454	NA	NA	NA	hg18	SL611	NA	NA	wgEncodeHaibTfbsHelas3GabpPcr1xRawDataRep2.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	HeLa-S3	None	GABP	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001504	2011-01-06	2011-10-06	3036	exp	SL592	SL610	bigWig	787dfc7f5a2caadefa557a46f5301773	16M	GSM803454	NA	wgEncodeHaibTfbsHelas3GabpPcr1xRawRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3GabpPcr1xRawRep1.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	HeLa-S3	None	GABP	PCR1x	2	ENCODE Jan 2011 Freeze	wgEncodeEH001504	2011-01-06	2011-10-06	3036	exp	SL592	SL611	bigWig	25f7b6550f4191fcbc4e97b19f8490f2	20M	GSM803454	NA	wgEncodeHaibTfbsHelas3GabpPcr1xRawRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3GabpPcr1xRawRep2.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	NRSF	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001629	2011-02-10	2011-11-10	3505	exp	SL592	SL679	bam	30f7fe368df380a6fb04c1b5d0f702c4	1.3G	GSM803478	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3NrsfPcr1xAlnRep1.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	NRSF	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001629	2011-02-10	2011-11-10	3505	exp	SL592	SL679	bai	3ab4424f12c4bcf257894ec5a0c30059	5.7M	GSM803478	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3NrsfPcr1xAlnRep1.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	NRSF	PCR1x	2	ENCODE Mar 2012 Freeze	wgEncodeEH001629	2011-01-05	2011-10-05	3754	exp	SL592	SL1322	bam	7ee73f4267e65e34fd9fe98ebaaebee4	692M	GSM803478	NA	NA	2011-03-07	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3NrsfPcr1xAlnRep2.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	NRSF	PCR1x	2	ENCODE Mar 2012 Freeze	wgEncodeEH001629	2011-01-05	2011-10-05	3754	exp	SL592	SL1322	bai	5b5abb50306f2f6087624fdf7ab52e6d	5.8M	GSM803478	NA	NA	2011-03-07	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3NrsfPcr1xAlnRep2.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	HeLa-S3	None	NRSF	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001629	2011-01-21	2011-10-21	3442	exp	SL592	SL679	broadPeak	86423063f47291e026bb7f82c45da6db	153K	GSM803478	MACS	wgEncodeHaibTfbsHelas3NrsfPcr1xPkRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3NrsfPcr1xPkRep1.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	HeLa-S3	None	NRSF	PCR1x	2	ENCODE Mar 2012 Freeze	wgEncodeEH001629	2011-01-05	2011-10-05	3754	exp	SL592	SL1322	broadPeak	8663a8240ca9951563dca20a68794cae	191K	GSM803478	NA	wgEncodeHaibTfbsHelas3NrsfPcr1xPkRep2	2011-03-07	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3NrsfPcr1xPkRep2.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	HeLa-S3	None	NRSF	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001629	2011-01-21	2011-10-21	3442	exp	SL592	SL679	fastq	c0b47c0a80929440a070a6eb4563c281	1.2G	GSM803478	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3NrsfPcr1xRawDataRep1.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	HeLa-S3	None	NRSF	PCR1x	2	ENCODE Mar 2012 Freeze	wgEncodeEH001629	2011-01-05	2011-10-05	3754	exp	SL592	SL1322	fastq	b94471233d3c7af5ff9a8b67a188a718	666M	GSM803478	NA	NA	2011-03-07	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3NrsfPcr1xRawDataRep2.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	HeLa-S3	None	NRSF	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001629	2011-01-21	2011-10-21	3442	exp	SL592	SL679	bigWig	c8682256478f9786bce0922004f2d7bb	9.7M	GSM803478	NA	wgEncodeHaibTfbsHelas3NrsfPcr1xRawRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3NrsfPcr1xRawRep1.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	HeLa-S3	None	NRSF	PCR1x	2	ENCODE Mar 2012 Freeze	wgEncodeEH001629	2011-01-05	2011-10-05	3754	exp	SL592	SL1322	bigWig	42cfbd9517bea0288fcd42ad99eb2173	11M	GSM803478	NA	wgEncodeHaibTfbsHelas3NrsfPcr1xRawRep2	2011-03-07	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3NrsfPcr1xRawRep2.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	Pol2	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001474	2010-12-14	2011-09-14	3094	exp	SL592	SL631	bam	18df715245bd77416dad7a1ec8effbcd	1.1G	GSM803533	NA	NA	2010-06-07	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3Pol2Pcr1xAlnRep1.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	Pol2	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001474	2010-12-14	2011-09-14	3094	exp	SL592	SL631	bai	fdbd7b248ed1e425bc11823af6cc441d	5.9M	GSM803533	NA	NA	2010-06-07	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3Pol2Pcr1xAlnRep1.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	Pol2	PCR1x	2	ENCODE Jan 2011 Freeze	wgEncodeEH001474	2010-12-14	2011-09-14	3094	exp	SL592	SL672	bam	67f7179bc6f4511a6c01572ff41e15b3	1.2G	GSM803533	NA	NA	2010-06-21	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3Pol2Pcr1xAlnRep2.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	Pol2	PCR1x	2	ENCODE Jan 2011 Freeze	wgEncodeEH001474	2010-12-14	2011-09-14	3094	exp	SL592	SL672	bai	a73697bc82e0a3cd1d2882b2f27b8f5d	5.9M	GSM803533	NA	NA	2010-06-21	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3Pol2Pcr1xAlnRep2.bam.bai
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	HeLa-S3	None	Pol2	PCR1x	1	ENCODE June 2010 Freeze	wgEncodeEH001474	2009-07-19	2010-04-19	1242	exp	SL592	SL631	broadPeak	c92bc86c9ef297a7c22e36b40fbbc1c5	583K	GSM803533	MACS	wgEncodeHaibTfbsHelas3Pol2Pcr1xPkRep1	2010-06-07	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3Pol2Pcr1xPkRep1.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Peaks	HeLa-S3	None	Pol2	PCR1x	2	ENCODE June 2010 Freeze	wgEncodeEH001474	2009-07-19	2010-04-19	1585	exp	SL592	SL672	broadPeak	9007f2859f06f0e7c4f1a2367d17b534	823K	GSM803533	MACS	wgEncodeHaibTfbsHelas3Pol2Pcr1xPkRep2	2010-06-21	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3Pol2Pcr1xPkRep2.broadPeak.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	HeLa-S3	None	Pol2	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001474	2010-12-08	2011-09-08	3018	exp	SL592	SL631	fastq	1a24ba704d4fc91deb7b293ad0033f6b	1.6G	GSM803533	NA	NA	NA	hg18	SL631	NA	NA	wgEncodeHaibTfbsHelas3Pol2Pcr1xRawDataRep1.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawData	HeLa-S3	None	Pol2	PCR1x	2	ENCODE Jan 2011 Freeze	wgEncodeEH001474	2010-12-08	2011-09-08	3018	exp	SL592	SL672	fastq	1f1430164e94b694c0e73e3c75c17f40	1.9G	GSM803533	NA	NA	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3Pol2Pcr1xRawDataRep2.fastq.gz
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	HeLa-S3	None	Pol2	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001474	2011-01-06	2011-10-06	3036	exp	SL592	SL631	bigWig	e2967dcf8db0dede5df275d4b0a92180	51M	GSM803533	NA	wgEncodeHaibTfbsHelas3Pol2Pcr1xRawRep1	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3Pol2Pcr1xRawRep1.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	RawSignal	HeLa-S3	None	Pol2	PCR1x	2	ENCODE Jan 2011 Freeze	wgEncodeEH001474	2011-01-06	2011-10-06	3036	exp	SL592	SL672	bigWig	74534d13460f06ba90d3a3459d3e8206	86M	GSM803533	NA	wgEncodeHaibTfbsHelas3Pol2Pcr1xRawRep2	NA	NA	NA	NA	NA	wgEncodeHaibTfbsHelas3Pol2Pcr1xRawRep2.bigWig
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	RevXlinkChromatin	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001628	2011-01-19	2011-10-19	3091	input	SL592	SL592	bam	8b9ee8ebd2ac2220d8d49b5cb43aa7e3	1.5G	GSM803479	NA	NA	2010-06-07	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3RxlchPcr1xAlnRep1.bam
wgEncode	Myers	HudsonAlpha	wgEncodeHaibTfbs	ChipSeq	Alignments	HeLa-S3	None	RevXlinkChromatin	PCR1x	1	ENCODE Jan 2011 Freeze	wgEncodeEH001628	2011-01-19	2011-10-19	3091	input	SL592	SL592	bai	6686e67818fc157c2ce155d66783e82f	6.2M	GSM803479	NA	NA	2010-06-07	hg18	NA	NA	NA	wgEncodeHaibTfbsHelas3RxlchPcr1xAlnRep1.bam.bai
