project	grant	lab	composite	dataType	view	cell	treatment	antibody	control	replicate	origAssembly	dataVersion	dccAccession	dateSubmitted	dateUnrestricted	subId	setType	controlId	labExpId	labVersion	type	md5sum	size	geoSampleAccession	tableName	dateResubmitted	donorId	filename
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	A549	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001890	2011-06-25	2012-03-24	4385	exp	wgEncodeEH001904	DS18303	Bowtie 0.12.7	bam	49542721c598d72bc64a4ef7a333eec4	319M	NA	NA	NA	NA	wgEncodeUwTfbsA549CtcfStdAlnRep1.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	A549	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001890	2011-06-25	2012-03-24	4385	exp	wgEncodeEH001904	DS18303	Bowtie 0.12.7	bai	56adf096d1c9ba11b054a7a7faa2070e	5.5M	NA	NA	NA	NA	wgEncodeUwTfbsA549CtcfStdAlnRep1.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	A549	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001890	2011-06-25	2012-03-24	4384	exp	wgEncodeEH001904	DS18302	Bowtie 0.12.7	bam	4ba84dd8132f471526cd5e81cbb76752	572M	NA	NA	NA	NA	wgEncodeUwTfbsA549CtcfStdAlnRep2.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	A549	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001890	2011-06-25	2012-03-24	4384	exp	wgEncodeEH001904	DS18302	Bowtie 0.12.7	bai	3bbd1d369d630acc62ca88ecef469686	5.8M	NA	NA	NA	NA	wgEncodeUwTfbsA549CtcfStdAlnRep2.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	A549	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001890	2011-06-25	2012-03-24	4385	exp	wgEncodeEH001904	DS18303	Hotspot-v5.2	broadPeak	856bd2f28c1a631a82ac1cad5c455861	1.4M	GSM1022640	wgEncodeUwTfbsA549CtcfStdHotspotsRep1	NA	NA	wgEncodeUwTfbsA549CtcfStdHotspotsRep1.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	A549	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001890	2011-06-25	2012-03-24	4384	exp	wgEncodeEH001904	DS18302	Hotspot-v5.2	broadPeak	40792772bef798cc6fae97418c4dd95a	2.8M	GSM1022639	wgEncodeUwTfbsA549CtcfStdHotspotsRep2	NA	NA	wgEncodeUwTfbsA549CtcfStdHotspotsRep2.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	A549	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001890	2011-06-25	2012-03-24	4385	exp	wgEncodeEH001904	DS18303	lmax-v1.0	narrowPeak	ec0e5a0e816cd54f88a504691ca7db39	582K	GSM1022640	wgEncodeUwTfbsA549CtcfStdPkRep1	NA	NA	wgEncodeUwTfbsA549CtcfStdPkRep1.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	A549	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001890	2011-06-25	2012-03-24	4384	exp	wgEncodeEH001904	DS18302	lmax-v1.0	narrowPeak	b9276c97fe64d2aeb9b193e1852d731d	925K	GSM1022639	wgEncodeUwTfbsA549CtcfStdPkRep2	NA	NA	wgEncodeUwTfbsA549CtcfStdPkRep2.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	A549	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001890	2011-06-25	2012-03-24	4385	exp	wgEncodeEH001904	DS18303	NA	fastq	000258d70400dcf5a68f564e1103700c	463M	GSM1022640	NA	NA	NA	wgEncodeUwTfbsA549CtcfStdRawDataRep1.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	A549	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001890	2011-06-25	2012-03-24	4384	exp	wgEncodeEH001904	DS18302	NA	fastq	ee063e64b13d38d0bb3d8df46032b879	703M	GSM1022639	NA	NA	NA	wgEncodeUwTfbsA549CtcfStdRawDataRep2.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	A549	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001890	2011-06-25	2012-03-24	4385	exp	wgEncodeEH001904	DS18303	WindowDensity-bin20-win+/-75	bigWig	241230d779c8dce844563bc8faadedbb	26M	GSM1022640	wgEncodeUwTfbsA549CtcfStdRawRep1	NA	NA	wgEncodeUwTfbsA549CtcfStdRawRep1.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	A549	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001890	2011-06-25	2012-03-24	4384	exp	wgEncodeEH001904	DS18302	WindowDensity-bin20-win+/-75	bigWig	2e383312d907a17672c842506aeb6b82	96M	GSM1022639	wgEncodeUwTfbsA549CtcfStdRawRep2	NA	NA	wgEncodeUwTfbsA549CtcfStdRawRep2.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	A549	None	Input	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001904	2011-06-29	2012-03-29	4350	input	wgEncodeEH001904	DS18301	Bowtie 0.12.7	bam	78344e37ca386f993eea9a4705db5d8a	660M	NA	NA	NA	NA	wgEncodeUwTfbsA549InputStdAlnRep1.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	A549	None	Input	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001904	2011-06-29	2012-03-29	4350	input	wgEncodeEH001904	DS18301	Bowtie 0.12.7	bai	1493841684f38afdf8c247bc364f07fa	6.0M	NA	NA	NA	NA	wgEncodeUwTfbsA549InputStdAlnRep1.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	A549	None	Input	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001904	2011-06-29	2012-03-29	4350	input	wgEncodeEH001904	DS18301	NA	fastq	a230574b8322d859e9b1341d134c6217	685M	GSM1022674	NA	NA	NA	wgEncodeUwTfbsA549InputStdRawDataRep1.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	A549	None	Input	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001904	2011-06-29	2012-03-29	4350	input	wgEncodeEH001904	DS18301	WindowDensity-bin20-win+/-75	bigWig	14eaea24d3e62bfa394ef44519dd6068	151M	GSM1022674	wgEncodeUwTfbsA549InputStdRawRep1	NA	NA	wgEncodeUwTfbsA549InputStdRawRep1.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG04449	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000975	2010-10-22	2011-07-22	2596	exp	wgEncodeEH000928	DS15738	Bowtie 0.12.7	bam	5fdf7aebf103b888d7e68f6223b37bed	329M	GSM749695	NA	NA	NA	wgEncodeUwTfbsAg04449CtcfStdAlnRep1.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG04449	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000975	2010-10-22	2011-07-22	2596	exp	wgEncodeEH000928	DS15738	Bowtie 0.12.7	bai	0f96b0908db34e8b3120136b3387afb1	5.6M	GSM749695	NA	NA	NA	wgEncodeUwTfbsAg04449CtcfStdAlnRep1.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG04449	None	CTCF	std	2	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000975	2010-10-22	2011-07-22	2595	exp	wgEncodeEH000928	DS15736	Bowtie 0.12.7	bam	a6f07d4c02fb29cab8ad11e87b087fff	946M	GSM749678	NA	NA	NA	wgEncodeUwTfbsAg04449CtcfStdAlnRep2.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG04449	None	CTCF	std	2	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000975	2010-10-22	2011-07-22	2595	exp	wgEncodeEH000928	DS15736	Bowtie 0.12.7	bai	f92d8f6b4f567b1d221e690ad28cab6c	6.0M	GSM749678	NA	NA	NA	wgEncodeUwTfbsAg04449CtcfStdAlnRep2.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	AG04449	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000975	2010-10-22	2011-07-22	2596	exp	wgEncodeEH000928	DS15738	Hotspot-v5.1	broadPeak	542e81346cc655f95b3e7dfd7dfe2515	2.4M	GSM749695	wgEncodeUwTfbsAg04449CtcfStdHotspotsRep1	NA	NA	wgEncodeUwTfbsAg04449CtcfStdHotspotsRep1.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	AG04449	None	CTCF	std	2	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000975	2010-10-22	2011-07-22	2595	exp	wgEncodeEH000928	DS15736	Hotspot-v5.1	broadPeak	a0f8101e7d0716fe28dfec0849cb013a	3.2M	GSM749678	wgEncodeUwTfbsAg04449CtcfStdHotspotsRep2	NA	NA	wgEncodeUwTfbsAg04449CtcfStdHotspotsRep2.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	AG04449	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000975	2010-10-22	2011-07-22	2596	exp	wgEncodeEH000928	DS15738	lmax-v1.0	narrowPeak	1eb3db60b2fad91ea550972dd9236397	949K	GSM749695	wgEncodeUwTfbsAg04449CtcfStdPkRep1	NA	NA	wgEncodeUwTfbsAg04449CtcfStdPkRep1.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	AG04449	None	CTCF	std	2	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000975	2010-10-22	2011-07-22	2595	exp	wgEncodeEH000928	DS15736	lmax-v1.0	narrowPeak	ef4b0ee3401bb8c942782a4352a20cdd	824K	GSM749678	wgEncodeUwTfbsAg04449CtcfStdPkRep2	NA	NA	wgEncodeUwTfbsAg04449CtcfStdPkRep2.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	AG04449	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000975	2010-10-22	2011-07-22	2596	exp	wgEncodeEH000928	DS15738	NA	fastq	85cf0c094020bb55726b39437c7340ce	368M	GSM749695	NA	NA	NA	wgEncodeUwTfbsAg04449CtcfStdRawDataRep1.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	AG04449	None	CTCF	std	2	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000975	2010-10-22	2011-07-22	2595	exp	wgEncodeEH000928	DS15736	NA	fastq	4d0729e11dd5b052d99edce59243325f	1006M	GSM749678	NA	NA	NA	wgEncodeUwTfbsAg04449CtcfStdRawDataRep2.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	AG04449	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000975	2010-10-22	2011-07-22	2596	exp	wgEncodeEH000928	DS15738	WindowDensity-bin20-win+/-75	bigWig	5f4a5623ee7c3c21378fcefbaf8d0185	66M	GSM749695	wgEncodeUwTfbsAg04449CtcfStdRawRep1	NA	NA	wgEncodeUwTfbsAg04449CtcfStdRawRep1.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	AG04449	None	CTCF	std	2	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000975	2010-10-22	2011-07-22	2595	exp	wgEncodeEH000928	DS15736	WindowDensity-bin20-win+/-75	bigWig	6a2c3bc92df2a2c291ca4265b3850b8f	185M	GSM749678	wgEncodeUwTfbsAg04449CtcfStdRawRep2	NA	NA	wgEncodeUwTfbsAg04449CtcfStdRawRep2.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG04449	None	Input	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000928	2010-10-22	2011-07-22	2597	input	wgEncodeEH000928	DS15908	Bowtie 0.12.7	bam	5264bc1b354c973a80cadada2ae3c111	788M	GSM749702	NA	NA	NA	wgEncodeUwTfbsAg04449InputStdAlnRep1.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG04449	None	Input	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000928	2010-10-22	2011-07-22	2597	input	wgEncodeEH000928	DS15908	Bowtie 0.12.7	bai	da4cbf1437b874aea2686753b550d31d	6.0M	GSM749702	NA	NA	NA	wgEncodeUwTfbsAg04449InputStdAlnRep1.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	AG04449	None	Input	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000928	2010-10-22	2011-07-22	2597	input	wgEncodeEH000928	DS15908	NA	fastq	3c8834a40f064233bba120ded7cecfc0	832M	GSM749702	NA	NA	NA	wgEncodeUwTfbsAg04449InputStdRawDataRep1.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	AG04449	None	Input	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000928	2010-10-22	2011-07-22	2597	input	wgEncodeEH000928	DS15908	WindowDensity-bin20-win+/-75	bigWig	524c4e3fd1b04dbef1cd17b871f0b2b3	164M	GSM749702	wgEncodeUwTfbsAg04449InputStdRawRep1	NA	NA	wgEncodeUwTfbsAg04449InputStdRawRep1.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG04450	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000976	2010-10-23	2011-07-23	2663	exp	wgEncodeEH000930	DS16029	Bowtie 0.12.7	bam	f3af5b0bb2859df1895a986686895991	805M	GSM749769	NA	NA	NA	wgEncodeUwTfbsAg04450CtcfStdAlnRep1.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG04450	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000976	2010-10-23	2011-07-23	2663	exp	wgEncodeEH000930	DS16029	Bowtie 0.12.7	bai	889a3bf4c68c4f1239ea9711275471f4	6.0M	GSM749769	NA	NA	NA	wgEncodeUwTfbsAg04450CtcfStdAlnRep1.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG04450	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH000976	2011-06-25	2012-03-24	4386	exp	wgEncodeEH000930	DS18603	Bowtie 0.12.7	bam	9764bec50d7907f18b72235940b050fa	705M	NA	NA	NA	NA	wgEncodeUwTfbsAg04450CtcfStdAlnRep2.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG04450	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH000976	2011-06-25	2012-03-24	4386	exp	wgEncodeEH000930	DS18603	Bowtie 0.12.7	bai	ffdbb0462e9ce797bacd32ca87c175c0	5.9M	NA	NA	NA	NA	wgEncodeUwTfbsAg04450CtcfStdAlnRep2.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	AG04450	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000976	2010-10-23	2011-07-23	2663	exp	wgEncodeEH000930	DS16029	Hotspot-v5.1	broadPeak	595d03edf8304a184b576ae1c9781664	2.5M	GSM749769	wgEncodeUwTfbsAg04450CtcfStdHotspotsRep1	NA	NA	wgEncodeUwTfbsAg04450CtcfStdHotspotsRep1.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	AG04450	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH000976	2011-06-25	2012-03-24	4386	exp	wgEncodeEH000930	DS18603	Hotspot-v5.2	broadPeak	0c1158bfc6befc399c9f9dc305d9acf0	2.3M	GSM1022635	wgEncodeUwTfbsAg04450CtcfStdHotspotsRep2	NA	NA	wgEncodeUwTfbsAg04450CtcfStdHotspotsRep2.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	AG04450	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000976	2010-10-23	2011-07-23	2663	exp	wgEncodeEH000930	DS16029	lmax-v1.0	narrowPeak	3c6b5bf3eefc28b6bab4ef37916011a1	776K	GSM749769	wgEncodeUwTfbsAg04450CtcfStdPkRep1	NA	NA	wgEncodeUwTfbsAg04450CtcfStdPkRep1.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	AG04450	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH000976	2011-06-25	2012-03-24	4386	exp	wgEncodeEH000930	DS18603	lmax-v1.0	narrowPeak	9a73acbd7472db4a7a7a0192a772fcb1	671K	GSM1022635	wgEncodeUwTfbsAg04450CtcfStdPkRep2	NA	NA	wgEncodeUwTfbsAg04450CtcfStdPkRep2.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	AG04450	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000976	2010-10-23	2011-07-23	2663	exp	wgEncodeEH000930	DS16029	NA	fastq	922e97dfbb407dfa191ba51fdfd79c2a	872M	GSM749769	NA	NA	NA	wgEncodeUwTfbsAg04450CtcfStdRawDataRep1.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	AG04450	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH000976	2011-06-25	2012-03-24	4386	exp	wgEncodeEH000930	DS18603	NA	fastq	89855b4ffa4e82e153d4c8ac4733746b	843M	GSM1022635	NA	NA	NA	wgEncodeUwTfbsAg04450CtcfStdRawDataRep2.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	AG04450	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000976	2010-10-23	2011-07-23	2663	exp	wgEncodeEH000930	DS16029	WindowDensity-bin20-win+/-75	bigWig	30fc6f2d6eb3bc2edbf384d738b5d3e5	168M	GSM749769	wgEncodeUwTfbsAg04450CtcfStdRawRep1	NA	NA	wgEncodeUwTfbsAg04450CtcfStdRawRep1.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	AG04450	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH000976	2011-06-25	2012-03-24	4386	exp	wgEncodeEH000930	DS18603	WindowDensity-bin20-win+/-75	bigWig	2c0ec568b6a21638625eea7911f8c90a	133M	GSM1022635	wgEncodeUwTfbsAg04450CtcfStdRawRep2	NA	NA	wgEncodeUwTfbsAg04450CtcfStdRawRep2.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG04450	None	Input	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000930	2010-10-23	2011-07-23	2662	input	wgEncodeEH000930	DS15909	Bowtie 0.12.7	bam	7f4e3b368922860a5add9f457fd9d796	888M	GSM749697	NA	NA	NA	wgEncodeUwTfbsAg04450InputStdAlnRep1.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG04450	None	Input	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000930	2010-10-23	2011-07-23	2662	input	wgEncodeEH000930	DS15909	Bowtie 0.12.7	bai	692fd4fd96f152afd5077dac52a3241c	6.0M	GSM749697	NA	NA	NA	wgEncodeUwTfbsAg04450InputStdAlnRep1.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	AG04450	None	Input	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000930	2010-10-23	2011-07-23	2662	input	wgEncodeEH000930	DS15909	NA	fastq	e0bec880cb2f821ef482ddd53f3691d2	940M	GSM749697	NA	NA	NA	wgEncodeUwTfbsAg04450InputStdRawDataRep1.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	AG04450	None	Input	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000930	2010-10-23	2011-07-23	2662	input	wgEncodeEH000930	DS15909	WindowDensity-bin20-win+/-75	bigWig	0a3a53897dfe72778b36364921116d37	178M	GSM749697	wgEncodeUwTfbsAg04450InputStdRawRep1	NA	NA	wgEncodeUwTfbsAg04450InputStdRawRep1.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG09309	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000977	2010-10-23	2011-07-23	2666	exp	wgEncodeEH000932	DS16032	Bowtie 0.12.7	bam	cf3c0e7ed2070f3669ac454658613f6f	512M	GSM749750	NA	NA	NA	wgEncodeUwTfbsAg09309CtcfStdAlnRep1.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG09309	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000977	2010-10-23	2011-07-23	2666	exp	wgEncodeEH000932	DS16032	Bowtie 0.12.7	bai	633b3df5cea8ec80a52bca0ef27534d7	5.8M	GSM749750	NA	NA	NA	wgEncodeUwTfbsAg09309CtcfStdAlnRep1.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG09309	None	CTCF	std	2	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000977	2010-10-23	2011-07-23	2665	exp	wgEncodeEH000932	DS16031	Bowtie 0.12.7	bam	a505fd8b3cf974bfca7f491b58f723cb	396M	GSM749680	NA	NA	NA	wgEncodeUwTfbsAg09309CtcfStdAlnRep2.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG09309	None	CTCF	std	2	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000977	2010-10-23	2011-07-23	2665	exp	wgEncodeEH000932	DS16031	Bowtie 0.12.7	bai	caf711d5f05a14c781e10cc724277878	5.7M	GSM749680	NA	NA	NA	wgEncodeUwTfbsAg09309CtcfStdAlnRep2.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	AG09309	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000977	2010-10-23	2011-07-23	2666	exp	wgEncodeEH000932	DS16032	Hotspot-v5.1	broadPeak	9e2c908eb82d6b7bb24bec41bee64c9e	2.1M	GSM749750	wgEncodeUwTfbsAg09309CtcfStdHotspotsRep1	NA	NA	wgEncodeUwTfbsAg09309CtcfStdHotspotsRep1.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	AG09309	None	CTCF	std	2	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000977	2010-10-23	2011-07-23	2665	exp	wgEncodeEH000932	DS16031	Hotspot-v5.1	broadPeak	3a99cbe9d21bf40f1b44ec75a1758669	1.8M	GSM749680	wgEncodeUwTfbsAg09309CtcfStdHotspotsRep2	NA	NA	wgEncodeUwTfbsAg09309CtcfStdHotspotsRep2.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	AG09309	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000977	2010-10-23	2011-07-23	2666	exp	wgEncodeEH000932	DS16032	lmax-v1.0	narrowPeak	581431e9ce2e232b2f1d85641d31ed78	728K	GSM749750	wgEncodeUwTfbsAg09309CtcfStdPkRep1	NA	NA	wgEncodeUwTfbsAg09309CtcfStdPkRep1.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	AG09309	None	CTCF	std	2	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000977	2010-10-23	2011-07-23	2665	exp	wgEncodeEH000932	DS16031	lmax-v1.0	narrowPeak	73909ab110e808d51fc2e7c5ac0716f5	535K	GSM749680	wgEncodeUwTfbsAg09309CtcfStdPkRep2	NA	NA	wgEncodeUwTfbsAg09309CtcfStdPkRep2.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	AG09309	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000977	2010-10-23	2011-07-23	2666	exp	wgEncodeEH000932	DS16032	NA	fastq	f946d7d2ca0420d2c47073989e990276	572M	GSM749750	NA	NA	NA	wgEncodeUwTfbsAg09309CtcfStdRawDataRep1.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	AG09309	None	CTCF	std	2	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000977	2010-10-23	2011-07-23	2665	exp	wgEncodeEH000932	DS16031	NA	fastq	75958214e09f77f2001255b830274c85	431M	GSM749680	NA	NA	NA	wgEncodeUwTfbsAg09309CtcfStdRawDataRep2.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	AG09309	None	CTCF	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000977	2010-10-23	2011-07-23	2666	exp	wgEncodeEH000932	DS16032	WindowDensity-bin20-win+/-75	bigWig	0895d9c0f13646ee75d522ef6f1e6989	116M	GSM749750	wgEncodeUwTfbsAg09309CtcfStdRawRep1	NA	NA	wgEncodeUwTfbsAg09309CtcfStdRawRep1.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	AG09309	None	CTCF	std	2	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000977	2010-10-23	2011-07-23	2665	exp	wgEncodeEH000932	DS16031	WindowDensity-bin20-win+/-75	bigWig	2c6439d0c6057d81c774bf17ea62f777	107M	GSM749680	wgEncodeUwTfbsAg09309CtcfStdRawRep2	NA	NA	wgEncodeUwTfbsAg09309CtcfStdRawRep2.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG09309	None	Input	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000932	2010-10-23	2011-07-23	2664	input	wgEncodeEH000932	DS16030	Bowtie 0.12.7	bam	8e2dfec72ade961e0706a79277a5d320	305M	GSM749718	NA	NA	NA	wgEncodeUwTfbsAg09309InputStdAlnRep1.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	AG09309	None	Input	std	1	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000932	2010-10-23	2011-07-23	2664	input	wgEncodeEH000932	DS16030	Bowtie 0.12.7	bai	9789d6e625268e3dec816a095ab574d4	5.7M	GSM749718	NA	NA	NA	wgEncodeUwTfbsAg09309InputStdAlnRep1.bam.bai
